state,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
andaman and nicobar,1996,127.5,115.7,213.6,85.4,125.5,182.0,136.0,441.5,52.3,96.4,25.8,18.8
andaman and nicobar,1997,68.4,55.6,164.1,144.5,89.1,81.2,126.6,270.2,75.4,77.3,84.3,59.2
andaman and nicobar,1998,75.0,297.2,185.4,192.8,75.1,59.3,161.0,131.1,97.9,49.2,1.8,0.0
andaman and nicobar,1999,183.5,56.0,91.6,24.3,47.6,51.9,133.8,145.0,84.8,3.5,68.4,0.2
andaman and nicobar,2000,159.5,106.6,90.4,30.4,51.1,95.5,193.7,123.6,73.2,1.4,21.0,38.2
andaman and nicobar,2001,17.4,54.3,81.7,92.8,69.6,121.7,243.9,126.7,53.9,12.7,51.6,26.4
andaman and nicobar,2002,58.7,101.2,105.5,86.3,33.0,94.2,78.7,217.4,97.9,15.2,0.7,14.6
andaman and nicobar,2003,26.9,267.2,170.9,117.5,111.3,41.0,136.0,185.5,126.1,13.3,33.7,81.7
andaman and nicobar,2004,176.0,70.6,21.2,118.9,87.5,95.2,118.0,77.9,40.5,73.3,23.3,42.4
andaman and nicobar,2005,296.0,403.5,189.7,64.9,92.0,41.6,440.3,77.7,50.0,14.6,21.8,0.5
andaman and nicobar,2006,200.3,92.3,96.8,34.4,43.8,74.3,209.0,331.5,203.0,46.2,72.5,115.8
andaman and nicobar,2007,12.3,116.7,259.3,15.0,65.6,143.9,132.4,196.8,33.0,1.6,0.0,47.0
andaman and nicobar,2008,153.5,130.8,9.9,97.7,63.3,134.9,266.3,166.0,44.7,42.4,25.2,89.8
andaman and nicobar,2010,30.9,142.2,34.9,63.9,128.3,67.4,137.3,253.2,65.0,25.0,13.6,36.1
andaman and nicobar,2011,43.4,211.6,97.8,89.0,32.4,72.5,81.6,131.2,72.0,19.4,12.9,23.8
andaman and nicobar,2012,150.9,95.8,45.2,86.6,48.9,32.6,118.8,264.9,106.7,15.7,10.8,57.8
andaman and nicobar,2013,52.2,136.4,41.9,47.4,47.4,80.5,125.1,219.1,41.2,34.4,13.4,20.3
andaman and nicobar,2014,75.8,64.0,153.1,76.1,52.7,25.3,100.5,134.6,362.8,32.2,14.1,2.3
andaman and nicobar,2015,27.9,187.2,341.4,173.3,64.6,121.4,233.2,129.2,130.2,87.1,38.1,39.3
