state,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
haryana,1946,0.4,19.4,102.6,178.5,328.0,582.6,547.0,297.9,266.8,346.3,8.6,1.4
haryana,1947,3.9,9.0,83.9,243.4,380.2,486.4,570.8,285.0,362.3,202.2,3.0,13.1
haryana,1948,10.1,42.4,59.5,260.4,681.2,599.4,534.8,448.3,314.4,176.6,50.6,7.8
haryana,1949,22.9,23.1,76.0,371.0,335.9,683.4,444.1,461.9,392.6,148.3,13.0,11.1
haryana,1950,21.2,51.2,93.5,112.9,282.1,562.0,389.5,490.9,200.7,134.6,49.9,3.9
haryana,1951,4.9,3.3,53.5,242.9,250.4,588.8,550.5,387.4,209.7,270.5,46.2,5.8
haryana,1952,4.4,10.4,107.5,155.9,465.6,399.9,573.9,467.6,343.7,277.1,43.2,2.1
haryana,1953,18.0,13.3,227.3,157.4,377.7,405.5,461.9,284.5,451.5,144.0,5.8,13.1
haryana,1954,22.0,45.7,40.6,266.0,490.3,594.3,572.2,427.3,218.8,155.5,2.0,24.5
haryana,1955,9.2,9.5,143.5,210.2,328.8,546.5,567.0,415.8,283.3,149.3,89.6,8.5
haryana,1956,29.8,3.2,121.7,204.8,533.5,712.4,440.3,382.1,171.9,149.3,44.3,9.6
haryana,1957,66.9,33.5,20.1,136.0,449.2,446.0,407.2,366.6,208.7,99.9,12.2,10.7
haryana,1958,18.8,44.2,10.3,192.4,545.2,393.2,361.1,546.9,278.7,212.4,4.6,18.7
haryana,1959,30.8,45.6,109.9,144.1,470.6,517.6,364.2,255.9,286.8,301.7,8.3,0.2
haryana,1960,0.1,11.1,38.7,45.9,315.2,454.8,553.7,349.2,479.4,60.9,29.3,3.9
haryana,1961,11.5,19.7,253.8,123.0,355.8,335.4,352.9,347.4,226.1,128.1,34.8,6.9
haryana,1962,24.9,27.6,17.3,134.7,369.0,601.4,338.8,509.8,137.4,118.2,11.1,5.8
haryana,1963,3.3,7.9,51.1,183.3,288.4,596.0,557.3,432.0,211.7,144.1,29.4,7.2
haryana,1964,9.6,22.6,80.7,268.3,297.4,557.9,600.3,340.4,326.3,205.1,8.3,12.8
haryana,1965,5.1,73.6,52.5,158.2,327.1,501.0,399.6,422.1,304.0,82.4,60.8,12.5
haryana,1966,20.0,23.6,36.1,164.3,323.7,780.5,507.1,518.2,248.1,124.5,31.8,11.4
haryana,1967,11.4,37.3,105.9,112.0,287.5,395.7,497.7,258.9,300.6,97.6,14.5,4.2
haryana,1968,22.9,19.8,78.2,170.8,432.3,595.0,494.1,346.0,231.7,113.8,23.9,2.3
haryana,1969,27.4,1.8,99.7,178.7,254.1,567.2,461.1,446.7,185.4,80.9,27.5,1.8
haryana,1970,47.0,35.8,89.7,204.8,493.4,658.3,475.3,389.2,390.7,246.4,17.8,0.1
haryana,1971,36.9,18.4,37.6,142.9,236.3,437.1,407.9,474.8,231.6,199.5,80.0,12.1
haryana,1972,18.0,39.6,99.3,260.3,339.3,576.2,441.0,271.0,227.1,99.1,2.9,5.3
haryana,1973,9.8,82.8,28.9,252.1,324.5,634.4,364.6,395.0,348.6,128.7,67.4,35.3
haryana,1974,31.6,11.4,78.7,255.8,369.4,627.0,789.3,510.9,429.1,271.0,27.1,2.3
haryana,1975,10.0,22.3,18.8,227.9,321.2,337.6,522.4,314.8,299.1,172.7,18.0,5.8
haryana,1976,5.7,36.3,92.6,139.4,179.5,509.7,390.5,358.5,149.1,67.3,24.3,3.1
haryana,1977,9.1,16.2,74.4,375.1,391.6,405.0,461.3,461.9,176.9,175.7,47.7,21.8
haryana,1978,5.0,8.2,44.3,100.9,253.7,506.6,444.0,255.8,271.8,65.0,55.9,0.6
haryana,1979,3.3,8.7,38.2,93.8,225.6,307.8,640.1,252.4,342.3,216.6,23.4,36.2
haryana,1980,13.1,36.3,96.9,173.2,289.4,389.5,460.0,417.8,269.8,141.6,1.0,0.6
haryana,1981,29.6,30.7,91.0,152.1,251.5,273.1,543.5,340.7,274.5,47.5,9.0,36.1
haryana,1982,1.8,31.1,50.6,254.3,215.5,517.2,539.9,377.2,286.4,62.0,29.9,16.4
haryana,1983,16.4,37.8,90.0,165.9,278.2,362.0,582.9,450.2,449.1,156.7,7.0,24.0
haryana,1984,22.4,7.2,28.6,202.8,416.0,478.5,995.2,360.7,458.0,159.6,5.7,22.2
haryana,1985,8.7,32.3,152.6,268.1,335.0,496.0,714.6,349.4,335.1,74.4,15.8,19.7
haryana,1986,16.4,11.7,28.0,282.8,159.7,404.2,465.0,416.4,441.1,300.5,59.5,7.4
haryana,1987,8.8,27.8,110.4,197.6,199.0,525.8,766.5,433.0,445.4,157.8,37.6,11.9
haryana,1988,7.3,46.1,82.3,157.9,568.6,403.8,644.2,773.4,329.6,168.3,74.3,5.9
haryana,1989,10.5,51.6,30.4,183.4,260.1,488.8,747.0,267.9,425.8,194.1,16.2,6.5
haryana,1990,19.2,46.9,96.7,333.7,304.1,513.8,446.4,348.8,441.1,208.3,7.0,5.2
haryana,1991,13.7,30.2,62.1,175.7,495.8,517.8,440.5,388.2,437.3,226.2,9.4,41.1
haryana,1992,14.7,46.3,62.0,114.5,292.3,450.9,491.4,339.3,296.9,125.0,14.3,12.1
haryana,1993,73.3,96.9,86.1,138.5,374.0,619.5,576.9,477.5,296.0,130.3,8.2,2.0
haryana,1994,26.6,42.5,157.2,161.3,282.0,477.6,308.6,308.7,178.5,147.0,15.9,15.4
haryana,1995,8.7,39.7,42.0,145.7,299.1,663.3,558.4,543.3,404.0,80.7,94.0,7.1
haryana,1996,12.8,23.2,101.6,99.2,415.6,397.7,499.6,421.8,224.4,267.2,3.5,0.2
haryana,1997,18.2,40.7,91.8,131.9,241.8,569.9,511.2,315.5,366.8,36.4,12.6,35.4
haryana,1998,11.8,31.5,136.8,185.7,250.6,581.2,604.4,549.5,212.3,190.0,48.9,0.4
haryana,1999,2.4,0.5,38.7,150.6,466.8,429.0,596.7,487.5,196.9,208.6,14.1,2.3
haryana,2000,20.5,13.7,65.9,238.5,375.1,540.2,313.3,513.2,299.9,83.9,22.2,0.4
haryana,2001,5.5,39.7,30.9,198.6,266.4,399.8,451.1,295.6,266.8,201.4,20.5,2.3
haryana,2002,20.2,5.7,83.3,279.9,286.9,502.5,565.1,312.5,209.7,49.5,69.4,7.9
haryana,2003,9.5,41.5,96.9,213.8,235.8,551.4,481.2,290.7,250.0,231.8,13.0,18.6
haryana,2004,15.3,19.5,72.8,340.8,342.2,397.9,848.4,286.2,317.2,340.8,6.5,6.6
haryana,2005,22.8,30.5,172.2,207.5,281.2,373.9,474.5,501.9,174.9,218.6,8.9,1.3
haryana,2006,0.7,40.9,20.8,169.0,325.7,395.9,350.3,209.7,252.3,97.6,25.1,10.7
haryana,2007,1.5,73.7,23.5,242.7,219.8,489.7,682.7,308.0,494.7,164.7,47.7,4.0
haryana,2008,29.7,14.5,107.5,156.2,210.6,414.6,493.2,508.6,267.5,133.4,2.2,1.6
haryana,2009,7.9,11.6,44.9,134.9,246.5,321.1,426.3,533.8,192.3,135.9,9.0,4.0
haryana,2010,0.5,3.1,99.6,389.3,393.4,569.7,415.1,387.0,318.3,116.2,11.6,7.6
haryana,2011,11.1,11.4,109.0,92.1,238.3,316.0,395.8,302.6,221.6,30.2,11.9,3.5
haryana,2012,15.2,6.9,28.8,279.1,185.8,729.7,444.3,289.2,411.6,199.4,17.1,2.3
haryana,2013,1.1,9.6,44.0,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1.0,2.0
haryana,2014,2.0,28.3,29.3,51.5,351.1,426.4,374.4,484.6,420.2,35.0,3.0,0.4
haryana,2015,13.4,15.5,37.5,250.9,332.5,558.5,300.1,590.9,279.9,62.6,14.0,15.2
maharashtra,1901,11.7,18.1,29.4,206.2,124.0,443.3,331.4,466.0,304.1,166.7,67.4,0.0
maharashtra,1902,4.8,0.5,36.3,297.8,215.5,480.1,392.4,312.8,318.7,102.4,8.9,4.7
maharashtra,1903,6.5,40.5,139.8,45.5,159.9,458.6,300.2,470.6,366.1,166.4,76.7,0.1
maharashtra,1904,2.3,46.9,47.5,290.3,230.5,455.3,423.5,423.6,375.8,128.9,90.0,5.0
maharashtra,1905,9.1,35.3,306.5,161.7,193.6,339.7,450.1,429.9,320.1,246.4,8.0,27.1
maharashtra,1906,7.0,71.5,72.5,99.0,302.7,417.4,475.2,439.2,439.1,142.8,44.9,3.2
maharashtra,1907,39.1,30.4,92.8,189.1,156.0,414.1,400.9,291.4,336.1,114.6,3.9,53.4
maharashtra,1908,26.4,15.0,4.3,141.1,252.1,360.0,531.5,371.9,317.8,192.6,106.5,0.0
maharashtra,1909,6.0,4.7,3.1,201.8,235.1,415.3,348.9,540.0,245.8,167.7,71.4,69.0
maharashtra,1910,26.0,10.9,30.7,138.4,228.0,444.8,405.0,439.8,336.2,196.0,12.3,0.0
maharashtra,1911,47.3,11.9,102.2,141.3,331.3,444.9,471.5,397.9,287.8,226.0,17.4,0.3
maharashtra,1912,1.0,36.7,127.8,305.9,222.5,344.7,392.6,394.8,262.8,179.1,34.9,6.1
maharashtra,1913,4.3,63.4,109.9,138.1,264.1,559.1,509.2,426.7,222.1,202.9,83.6,29.7
maharashtra,1914,5.0,93.3,129.7,255.9,276.5,342.6,437.4,501.5,262.0,106.0,13.8,105.4
maharashtra,1915,13.9,35.5,89.4,198.9,448.9,465.2,478.0,510.5,310.4,231.1,37.7,0.4
maharashtra,1916,13.2,17.5,37.3,212.5,131.8,363.8,491.4,419.3,388.5,417.5,55.0,7.1
maharashtra,1917,1.3,81.8,25.6,289.1,121.7,356.6,387.3,375.8,371.7,147.9,63.3,0.1
maharashtra,1918,3.8,6.1,138.6,224.8,361.9,573.8,638.5,569.3,363.9,75.7,52.3,4.5
maharashtra,1919,17.5,18.1,17.3,151.1,132.7,358.4,403.5,372.9,375.0,111.1,84.8,5.7
maharashtra,1920,5.1,56.8,272.7,143.7,167.9,363.3,443.6,449.6,326.2,137.0,7.1,2.7
maharashtra,1921,46.9,24.1,179.2,178.2,271.3,443.8,387.8,382.4,430.7,286.7,4.7,2.4
maharashtra,1922,8.5,4.5,17.3,119.3,182.1,569.1,479.6,536.6,330.9,170.8,38.2,5.8
maharashtra,1923,0.0,64.9,13.5,216.2,296.1,506.2,411.9,488.5,374.9,210.9,93.7,8.7
maharashtra,1924,3.7,45.2,14.1,170.9,295.1,478.6,462.7,482.2,356.2,179.2,213.7,0.1
maharashtra,1925,43.0,36.4,35.0,195.6,385.5,362.4,461.4,440.3,280.1,170.7,37.0,0.0
maharashtra,1926,24.0,70.1,155.5,177.1,229.7,361.1,477.6,441.7,287.3,155.6,36.4,47.1
maharashtra,1927,41.4,103.5,56.3,360.4,245.2,363.8,498.4,456.6,533.9,178.4,48.6,0.8
maharashtra,1928,4.3,28.5,52.3,65.3,309.0,463.2,397.7,468.3,392.8,272.5,18.4,0.1
maharashtra,1929,38.3,7.7,48.0,242.7,433.0,859.1,385.0,371.4,314.8,121.7,11.3,26.4
maharashtra,1930,22.6,53.6,107.5,161.0,223.1,506.6,438.2,385.6,256.7,100.8,230.7,1.0
maharashtra,1931,2.7,53.0,59.6,109.9,360.6,388.8,520.0,300.4,364.1,209.9,69.2,23.0
maharashtra,1932,6.1,69.7,99.1,162.2,323.6,600.7,491.2,402.4,376.2,80.4,145.9,4.3
maharashtra,1933,2.5,19.7,34.3,167.0,298.4,463.4,476.3,603.5,259.6,113.4,9.6,4.1
maharashtra,1934,16.0,135.1,57.1,191.1,313.2,567.2,618.6,368.3,336.4,227.7,197.3,12.8
maharashtra,1935,0.6,48.3,43.7,173.3,171.2,547.1,506.4,553.5,339.1,124.8,33.1,2.2
maharashtra,1936,19.3,73.1,104.6,227.5,489.5,418.3,529.7,507.6,309.4,202.6,22.6,13.0
maharashtra,1937,0.1,60.0,37.3,85.4,337.1,528.9,490.1,614.8,291.0,207.1,17.9,72.0
maharashtra,1938,29.2,29.2,133.8,153.6,429.0,494.6,413.6,491.4,441.7,243.9,111.7,0.0
maharashtra,1939,2.6,59.3,34.5,203.7,274.4,449.6,638.8,333.9,380.8,198.8,30.0,2.0
maharashtra,1940,0.3,74.6,230.9,35.5,325.6,496.2,458.2,345.7,373.3,131.6,31.4,23.6
maharashtra,1941,14.1,63.1,34.1,256.6,563.1,689.4,489.5,372.6,288.2,143.3,44.2,7.9
maharashtra,1942,6.0,15.7,78.7,250.4,305.3,528.7,403.3,461.8,420.8,65.4,143.2,1.5
maharashtra,1943,68.4,28.8,131.3,143.7,210.3,496.1,422.5,485.2,354.9,84.0,2.2,0.6
maharashtra,1944,91.4,20.2,69.7,128.6,321.8,670.5,527.9,440.7,490.8,110.5,4.4,0.7
maharashtra,1945,68.7,60.9,67.7,170.4,354.2,595.3,573.9,509.7,378.8,205.6,13.3,53.3
maharashtra,1946,0.0,19.1,189.3,237.5,352.4,517.5,647.7,397.9,305.1,311.4,7.7,50.5
maharashtra,1947,3.0,4.3,44.3,176.0,374.4,723.9,640.5,491.1,415.6,306.0,1.7,29.7
maharashtra,1948,5.5,65.1,54.3,206.5,468.4,410.3,500.1,472.5,424.2,140.0,71.4,3.7
maharashtra,1949,8.1,12.6,67.4,370.2,419.6,562.8,507.7,416.9,427.5,177.3,4.2,2.0
maharashtra,1950,12.3,59.7,79.1,87.8,207.4,407.4,449.4,535.3,255.4,237.5,82.9,8.7
maharashtra,1951,3.9,0.2,62.4,360.1,233.7,495.0,436.2,440.5,191.1,310.6,54.9,20.8
maharashtra,1952,9.6,6.5,97.1,208.2,345.9,442.6,556.8,422.8,320.5,323.6,76.2,1.1
maharashtra,1953,7.4,16.5,98.4,90.0,453.5,570.9,387.0,424.3,443.8,136.2,25.0,8.7
maharashtra,1954,12.8,52.4,37.7,165.3,300.2,619.8,491.4,558.3,361.7,294.2,2.4,8.8
maharashtra,1955,6.2,5.7,161.3,213.6,280.6,461.4,559.2,514.7,253.8,183.5,220.2,5.1
maharashtra,1956,18.3,1.3,102.2,115.5,474.0,758.9,529.8,469.6,257.5,187.1,101.1,7.4
maharashtra,1957,59.1,60.6,10.2,104.8,300.1,409.1,425.7,429.1,354.4,148.3,0.8,1.7
maharashtra,1958,6.2,87.2,18.3,93.7,400.6,256.4,308.3,254.8,299.5,238.5,2.3,2.7
maharashtra,1959,39.9,77.7,148.0,74.0,260.0,378.5,396.3,357.3,239.1,352.8,0.1,3.9
maharashtra,1960,0.0,6.1,24.9,34.2,193.8,406.4,374.9,286.6,255.6,165.9,51.3,0.3
maharashtra,1961,9.5,37.5,193.3,76.9,212.1,332.5,316.5,342.8,258.8,96.1,24.4,0.8
maharashtra,1962,11.2,26.6,5.4,139.8,156.6,554.6,298.8,356.6,142.5,130.4,0.0,0.0
maharashtra,1963,0.0,4.6,50.7,179.3,278.5,687.9,510.3,383.0,494.6,373.4,6.5,1.2
maharashtra,1964,4.0,37.1,67.9,280.6,303.2,357.8,484.4,242.0,213.3,284.7,46.3,7.5
maharashtra,1965,1.9,61.5,35.9,59.4,169.5,520.5,373.4,323.0,262.2,164.1,22.6,37.0
maharashtra,1966,15.0,2.7,39.8,85.3,190.3,666.8,399.3,405.0,361.5,207.0,40.9,65.1
maharashtra,1967,51.5,33.6,129.5,195.8,247.8,311.7,388.0,334.0,341.3,184.8,10.9,1.1
maharashtra,1968,17.3,20.9,80.9,142.2,253.8,396.1,531.9,391.0,178.3,68.9,28.7,0.0
maharashtra,1969,20.1,2.4,124.6,189.8,73.5,606.6,868.3,1347.2,228.1,126.3,23.2,0.0
maharashtra,1970,45.8,306.3,103.6,160.1,315.9,541.7,976.7,836.7,486.2,425.6,116.7,1.0
maharashtra,1971,28.4,67.6,12.4,312.6,248.0,543.2,624.0,553.1,421.2,171.3,94.6,4.5
maharashtra,1972,4.5,46.3,32.8,145.0,169.1,235.6,262.7,270.8,129.6,45.0,12.5,0.0
maharashtra,1973,16.8,46.0,29.3,135.3,329.0,367.2,260.0,323.9,232.7,159.7,162.6,43.6
maharashtra,1974,8.9,2.4,98.7,160.7,218.8,438.1,517.3,361.5,273.4,167.8,81.8,0.2
maharashtra,1975,1.2,24.5,17.5,164.2,243.7,348.8,526.6,252.9,278.9,205.1,146.1,0.3
maharashtra,1976,3.3,51.3,113.7,187.8,287.1,861.1,507.8,365.0,175.1,64.8,34.2,0.1
maharashtra,1977,14.2,34.9,27.7,383.8,303.7,452.0,389.1,355.8,193.0,149.6,38.2,16.6
maharashtra,1978,0.7,4.0,51.6,147.5,449.4,496.7,357.8,277.0,273.9,70.4,21.6,0.0
maharashtra,1979,1.3,8.3,72.9,55.4,158.8,361.8,370.0,309.7,272.9,57.9,47.1,33.1
maharashtra,1980,7.2,42.4,101.6,145.7,461.5,373.3,327.4,312.1,364.4,168.5,0.1,0.7
maharashtra,1981,26.6,26.3,105.5,268.0,377.5,223.2,448.1,329.7,213.2,33.1,11.5,9.6
maharashtra,1982,0.1,54.8,73.8,224.6,103.3,371.9,373.6,466.3,284.5,32.8,38.1,3.7
maharashtra,1983,19.2,49.3,244.9,303.8,402.4,380.9,329.7,392.8,239.7,189.0,6.2,30.2
maharashtra,1984,17.4,1.8,5.1,121.1,743.0,514.6,255.3,387.2,250.2,120.4,9.1,28.8
maharashtra,1985,6.4,36.2,87.1,162.8,377.6,507.5,275.5,301.9,279.4,52.3,8.7,9.9
maharashtra,1986,8.8,7.3,17.7,263.4,153.0,325.5,376.9,364.6,355.8,311.7,131.2,26.3
maharashtra,1987,7.7,13.1,68.9,195.0,144.9,420.8,447.2,422.7,388.6,172.2,74.0,6.1
maharashtra,1988,0.4,33.6,83.5,141.9,470.2,466.4,540.0,407.4,298.6,298.6,75.3,4.3
maharashtra,1989,0.7,27.1,17.2,139.1,206.9,367.1,470.6,393.6,376.3,352.9,5.3,2.3
maharashtra,1990,0.2,32.5,197.6,274.9,314.6,380.0,387.9,344.7,339.4,168.2,99.3,42.9
maharashtra,1991,27.5,41.9,64.1,253.5,619.4,456.6,297.3,326.0,387.3,291.4,28.0,58.9
maharashtra,1992,4.4,67.1,23.3,95.7,250.2,343.8,439.1,397.2,323.6,243.2,25.4,8.5
maharashtra,1993,11.1,139.3,92.8,155.4,499.4,539.6,530.9,428.9,302.9,165.4,16.0,0.0
maharashtra,1994,9.5,30.1,219.3,134.7,130.7,256.2,305.7,335.7,161.6,102.0,27.0,0.0
maharashtra,1995,5.4,36.5,52.0,68.7,254.5,425.8,403.6,495.9,312.5,129.7,155.3,0.2
maharashtra,1996,8.1,30.0,153.9,97.3,284.2,314.0,395.1,363.5,341.3,179.7,18.8,8.7
maharashtra,1997,11.3,23.7,134.4,112.0,255.0,334.0,598.5,273.9,361.6,48.6,17.8,41.3
maharashtra,1998,28.1,31.6,136.4,164.6,352.2,297.6,480.6,367.3,222.3,97.9,46.5,0.3
maharashtra,1999,2.2,0.0,33.5,26.3,397.5,358.4,422.7,391.3,338.5,227.7,16.5,18.3
maharashtra,2000,22.5,26.1,129.1,214.2,403.6,325.4,269.2,465.0,298.3,185.2,24.2,1.1
maharashtra,2001,1.5,46.9,38.8,83.6,313.8,478.0,322.6,263.0,269.0,266.4,65.4,0.2
maharashtra,2002,18.6,3.9,62.7,143.8,438.7,351.6,462.2,358.4,225.7,98.9,71.9,6.0
maharashtra,2003,3.8,11.5,78.0,158.9,265.6,590.9,262.4,281.7,288.4,175.1,5.1,40.9
maharashtra,2004,4.8,2.7,11.0,341.5,211.0,449.2,558.6,284.3,351.0,132.7,6.4,0.5
maharashtra,2005,6.4,15.0,118.6,98.1,237.0,212.3,301.5,334.8,292.6,194.3,15.6,10.5
maharashtra,2006,0.6,12.4,5.5,111.1,382.2,445.6,335.0,241.6,231.1,90.4,13.0,3.7
maharashtra,2007,7.9,54.7,28.7,220.4,276.7,446.3,430.0,373.8,426.6,180.5,82.6,10.1
maharashtra,2008,30.7,13.8,49.6,54.9,200.8,327.4,333.3,358.6,223.7,150.2,4.7,1.2
maharashtra,2009,0.0,3.2,27.5,93.1,209.5,271.9,295.8,380.9,271.3,158.2,26.1,0.2
maharashtra,2010,1.0,7.9,85.8,161.5,294.0,411.6,367.5,393.2,309.8,220.2,9.2,33.5
maharashtra,2011,12.6,3.6,51.4,81.1,334.9,374.2,313.3,367.6,258.3,92.6,2.4,0.2
maharashtra,2012,24.5,10.2,20.3,243.5,163.5,396.2,280.1,342.7,248.7,160.9,32.0,0.4
maharashtra,2013,0.2,5.7,19.7,60.3,348.9,206.6,255.9,291.3,241.4,125.6,0.3,1.2
maharashtra,2014,1.2,21.0,25.4,49.6,192.5,268.3,295.7,372.3,300.9,69.6,3.3,0.1
maharashtra,2015,14.4,14.2,21.6,253.5,198.3,283.9,413.6,334.2,255.9,118.7,3.9,10.0
tripura,1901,26.5,14.8,14.1,29.2,195.5,488.4,524.8,501.1,242.7,55.5,17.9,2.6
tripura,1902,1.2,0.7,87.1,126.1,271.3,539.2,671.0,603.8,799.9,74.4,5.6,0.0
tripura,1903,5.5,8.7,19.6,18.6,163.6,541.2,431.5,708.8,365.2,141.3,0.3,0.0
tripura,1904,3.4,29.2,0.9,124.3,333.6,274.2,500.4,468.5,260.6,164.8,8.9,1.1
tripura,1905,12.0,31.2,51.9,104.4,290.6,524.8,523.1,1036.6,321.1,87.9,2.7,18.7
tripura,1906,9.3,49.2,30.4,13.0,198.1,438.0,706.4,816.0,208.6,140.5,8.0,0.4
tripura,1907,10.4,20.8,71.1,108.8,156.2,408.1,889.8,358.8,456.1,40.0,5.8,4.1
tripura,1908,10.6,32.9,9.8,53.8,315.0,368.6,449.1,268.5,441.6,36.0,2.3,0.0
tripura,1909,2.1,8.6,0.0,147.8,191.9,896.0,340.9,600.5,340.2,136.8,3.6,1.8
tripura,1910,2.5,17.4,73.2,47.4,170.4,833.7,859.8,489.2,353.1,188.0,11.2,0.2
tripura,1911,22.9,6.7,40.8,117.3,315.2,575.4,853.2,430.4,493.3,326.4,12.4,0.1
tripura,1912,2.3,12.0,81.8,134.7,277.3,397.8,743.5,553.3,335.6,133.0,121.9,0.5
tripura,1913,0.7,35.1,46.5,52.2,301.4,736.9,596.1,477.7,476.6,153.7,4.8,53.2
tripura,1914,2.2,70.0,9.1,139.2,247.7,402.2,351.3,741.7,392.8,43.0,14.8,0.3
tripura,1915,1.0,52.9,50.4,72.7,366.4,352.7,509.1,610.7,359.0,116.5,13.0,0.6
tripura,1916,6.6,17.6,8.7,165.3,305.4,649.0,1020.8,514.9,571.9,209.9,5.6,1.1
tripura,1917,1.0,21.4,15.1,23.4,226.1,619.4,740.5,410.5,428.0,354.3,1.7,0.4
tripura,1918,0.8,1.5,17.2,141.9,306.3,682.6,703.8,746.9,345.0,33.6,2.0,0.1
tripura,1919,19.6,5.0,5.5,93.4,177.8,558.0,704.0,285.9,518.2,170.5,6.1,0.4
tripura,1920,0.8,24.2,80.5,66.0,148.9,615.2,389.8,608.7,788.8,161.0,0.2,0.0
tripura,1921,37.9,6.0,54.9,157.4,503.1,589.2,970.2,521.4,479.6,183.8,2.7,7.1
tripura,1922,17.8,2.5,5.6,45.4,217.1,803.0,719.8,526.3,571.2,87.2,1.9,3.9
tripura,1923,0.0,40.2,3.8,104.2,336.5,536.9,656.3,228.1,504.1,76.5,0.6,1.7
tripura,1924,0.8,3.5,4.1,110.9,264.7,693.1,732.0,491.2,439.0,128.2,81.4,1.9
tripura,1925,3.0,6.1,13.1,261.6,284.6,554.1,446.0,664.5,568.6,69.3,14.8,0.8
tripura,1926,12.7,2.9,66.5,43.7,236.1,580.8,853.8,396.4,331.8,102.8,0.2,9.9
tripura,1927,21.0,33.9,56.4,44.5,300.4,682.1,518.1,408.4,543.5,107.3,16.3,0.3
tripura,1928,25.5,11.8,5.4,92.6,210.8,527.8,666.2,660.9,395.9,255.3,14.9,1.9
tripura,1929,49.7,2.0,37.9,126.4,235.0,594.0,554.5,392.6,400.9,513.5,10.5,14.3
tripura,1930,17.6,19.9,51.7,61.3,192.3,495.1,346.1,475.8,329.6,140.4,52.0,2.4
tripura,1931,2.8,9.7,28.2,98.6,296.3,523.7,793.8,408.7,585.3,112.1,12.7,4.5
tripura,1932,3.0,7.0,8.6,72.4,255.9,731.3,363.5,582.9,380.1,154.4,132.1,24.4
tripura,1933,16.5,9.4,0.5,112.4,206.0,565.3,653.3,512.3,284.1,149.3,3.9,1.1
tripura,1934,10.5,60.2,0.4,86.8,227.5,517.2,656.2,455.6,436.3,151.4,4.0,6.8
tripura,1935,9.5,28.4,16.6,24.2,248.9,609.2,365.4,935.1,521.7,18.0,6.3,1.8
tripura,1936,3.7,8.9,46.7,85.7,274.8,410.4,663.8,508.7,536.0,113.2,0.1,8.3
tripura,1937,0.0,68.6,2.2,63.7,270.2,317.2,477.3,654.0,354.8,351.6,6.7,2.0
tripura,1938,0.8,8.2,7.6,76.2,460.9,889.2,699.4,539.0,461.0,102.4,4.4,0.1
tripura,1939,0.0,19.8,5.8,6.7,268.3,626.3,605.9,460.5,444.6,146.3,6.5,0.3
tripura,1940,0.1,54.2,121.2,24.7,217.1,469.1,600.3,400.8,408.4,11.7,9.5,3.1
tripura,1941,3.8,6.3,12.7,85.4,378.8,470.1,544.9,582.1,452.8,154.5,22.0,4.5
tripura,1942,6.6,19.5,45.7,186.9,253.8,537.8,382.2,363.8,511.7,49.7,7.6,0.0
tripura,1943,42.0,38.8,30.3,185.0,209.6,828.9,450.0,555.7,532.8,39.6,4.0,0.9
tripura,1944,37.1,15.7,53.9,105.9,248.8,585.9,446.9,416.7,613.3,52.1,6.9,0.0
tripura,1945,27.8,21.3,6.9,120.3,305.4,398.3,551.3,680.0,406.9,235.9,0.0,1.3
tripura,1946,0.0,11.6,34.2,182.8,248.7,523.4,599.9,401.1,461.7,297.0,7.8,0.2
tripura,1947,1.6,0.8,93.4,76.0,171.1,377.7,688.1,439.2,542.0,141.9,1.9,0.5
tripura,1948,0.5,15.5,21.5,178.3,357.5,556.3,798.0,415.5,349.2,185.8,57.1,1.3
tripura,1949,9.6,25.5,14.1,281.8,351.9,660.9,645.1,586.3,395.8,311.4,0.1,5.1
tripura,1950,0.3,19.6,27.9,48.4,210.4,747.5,570.9,639.9,366.2,131.0,0.2,0.3
tripura,1951,1.0,0.5,22.7,69.3,239.8,546.5,778.3,503.7,326.1,158.0,37.3,0.0
tripura,1952,1.3,22.2,80.8,168.2,420.8,580.6,713.0,522.9,587.9,148.8,20.7,3.7
tripura,1953,28.2,10.7,88.1,64.5,253.2,427.7,755.2,315.5,540.7,105.7,0.4,4.1
tripura,1954,15.7,10.2,10.0,71.1,308.9,841.5,961.5,496.2,250.8,85.6,0.7,3.5
tripura,1955,4.6,2.8,34.6,71.5,220.5,541.0,1064.6,626.2,365.0,51.3,6.1,4.6
tripura,1956,14.8,1.4,42.6,164.9,420.9,747.9,471.4,486.8,285.2,215.8,30.1,3.6
tripura,1957,103.0,8.9,25.5,10.6,167.7,430.2,650.6,535.4,208.4,73.7,7.7,3.8
tripura,1958,8.1,17.5,14.8,120.6,269.4,487.8,500.3,898.1,353.2,145.6,1.8,3.0
tripura,1959,99.8,5.7,64.3,111.6,218.7,565.9,538.6,291.7,337.9,345.0,0.9,0.1
tripura,1960,0.1,6.5,52.0,4.8,293.2,407.2,764.5,387.2,623.0,71.9,0.0,0.0
tripura,1961,11.5,38.9,19.6,39.3,279.2,448.3,448.9,542.0,341.5,127.5,2.1,5.4
tripura,1962,33.0,21.7,14.4,57.2,318.7,537.1,516.6,663.2,279.5,77.4,0.4,2.6
tripura,1963,2.1,0.7,32.2,103.9,323.6,409.4,676.1,611.9,267.7,152.5,21.7,3.0
tripura,1964,0.0,1.2,9.4,127.0,184.7,613.2,959.1,445.6,486.8,151.0,3.4,0.1
